,dist,A,B,C,D,E,F
0,1.0,,,,,,
1,1.0011520708115813,,,,,,
2,1.0023054688903175,,,,,,
3,1.0034601957653142,,,,,,
4,1.0046162529674392,,,,,,
5,1.005773642029323,,,,,,
6,1.006932364485363,,,,,,
7,1.008092421871723,,,,,,
8,1.0092538157263378,,,,,,
9,1.010416547588913,,,,,,
10,1.0115806190009289,,,,,,
11,1.0127460315056414,,,,,,
12,1.0139127866480837,,,,,,
13,1.01508088597507,,,,,,
14,1.016250331035196,,,,,,
15,1.0174211233788415,,,,,,
16,1.0185932645581723,,,,,,
17,1.0197667561271433,,,,,,
18,1.0209415996414983,,,,,,
19,1.0221177966587742,,,,,,
20,1.0232953487383027,,,,,,
21,1.024474257441211,,,,,,
22,1.0256545243304254,,,,,,
23,1.0268361509706727,,,,,,
24,1.0280191389284825,,,,,,
25,1.029203489772189,,,,,,
26,1.030389205071933,,,,,,
27,1.031576286399665,,,,,,
28,1.0327647353291454,,,,,,
29,1.0339545534359487,,,,,,
30,1.0351457422974637,,,,,,
31,1.0363383034928972,,,,,,
32,1.037532238603275,,,,,,
33,1.0387275492114445,,,,,,
34,1.0399242369020765,,,,,,
35,1.0411223032616672,,,,,,
36,1.0423217498785413,,,,,,
37,1.0435225783428526,,,,,,
38,1.0447247902465875,,,,,,
39,1.045928387183566,,,,,,
40,1.0471333707494443,,,,,,
41,1.0483397425417176,,,,,,
42,1.0495475041597206,,,,,,
43,1.050756657204631,,,,,,
44,1.0519672032794711,,,,,,
45,1.0531791439891103,,,,,,
46,1.0543924809402663,,,,,,
47,1.0556072157415082,,,,,,
48,1.0568233500032587,,,,,,
49,1.058040885337795,,,,,,
50,1.0592598233592523,,,,,,
51,1.0604801656836251,,,,,,
52,1.0617019139287702,,,,,,
53,1.0629250697144075,,,,,,
54,1.0641496346621235,,,,,,
55,1.0653756103953727,,,,,,
56,1.0666029985394798,,,,,,
57,1.067831800721642,,,,,,
58,1.0690620185709319,,,,,,
59,1.0702936537182977,,,,,,
60,1.0715267077965671,,,,,,
61,1.0727611824404493,,,,,,
62,1.0739970792865363,,,,,,
63,1.075234399973306,,,,,,
64,1.0764731461411232,,,,,,
65,1.0777133194322437,,,,,,
66,1.0789549214908138,,,,,,
67,1.0801979539628754,,,,,,
68,1.0814424184963658,,,,,,
69,1.0826883167411214,,,,,,
70,1.0839356503488788,,,,,,
71,1.0851844209732782,,,,,,
72,1.0864346302698642,,,,,,
73,1.0876862798960893,,,,,,
74,1.088939371511315,,,,,,
75,1.090193906776815,,,,,,
76,1.0914498873557763,,,,,,
77,1.0927073149133024,,,,,,
78,1.0939661911164154,,,,,,
79,1.0952265176340574,,,,,,
80,1.0964882961370934,,,,,,
81,1.0977515282983135,,,,,,
82,1.0990162157924348,,,,,,
83,1.1002823602961038,,,,,,
84,1.1015499634878987,,,,,,
85,1.1028190270483313,,,,,,
86,1.1040895526598502,,,,,,
87,1.1053615420068417,,,,,,
88,1.1066349967756322,,,,,,
89,1.1079099186544916,,,,,,
90,1.109186309333635,,,,,,
91,1.1104641705052238,,,,,,
92,1.1117435038633696,,,,,,
93,1.1130243111041358,,,,,,
94,1.1143065939255392,,,,,,
95,1.1155903540275534,,,,,,
96,1.1168755931121102,,,,,,
97,1.1181623128831022,,,,,,
98,1.119450515046385,,,,,,
99,1.1207402013097796,,,,,,
100,1.1220313733830742,,,,,,
101,1.1233240329780274,,,,,,
102,1.1246181818083691,,,,,,
103,1.1259138215898041,,,,,,
104,1.1272109540400137,,,,,,
105,1.128509580878658,,,,,,
106,1.129809703827378,,,,,,
107,1.131111324609799,,,,,,
108,1.132414444951531,,,,,,
109,1.1337190665801726,,,,,,
110,1.1350251912253129,,,,,,
111,1.136332820618533,,,,,,
112,1.1376419564934095,,,,,,
113,1.1389526005855157,,,,,,
114,1.140264754632425,,,,,,
115,1.1415784203737118,,,,,,
116,1.1428935995509555,,,,,,
117,1.1442102939077412,,,,,,
